Internship_ID,Title,Company,Location,Education_Level,Skills_Required,Sector,Duration_Months,Stipend_Range,Mode,Application_Deadline,Industry,Job_Description,Benefits,Number_of_Openings
778,Internship 778,Company 778,Hyderabad,PhD,"Deep Learning, Data Analysis",Design,2,17454-42213,Hybrid,2025-10-07,Finance,"This internship requires skills in Communication, Data Analysis and relevant experience.",Letter of Recommendation,4
779,Internship 779,Company 779,Mumbai,BBA,"ML, CSS, Excel, SQL",Finance,6,5507-23802,Online,2025-01-13,Tech,"This internship requires skills in UI/UX, CSS, ML and relevant experience.",Networking,5
780,Internship 780,Company 780,Chennai,B.Com,"NLP, Deep Learning, Communication, SEO, Marketing",Operations,6,9843-22508,Hybrid,2025-05-05,Finance,"This internship requires skills in HTML, Finance and relevant experience.",Letter of Recommendation,4
781,Internship 781,Company 781,Pune,MBA,"SEO, NLP, Marketing",Finance,5,8700-32348,Hybrid,2025-08-19,Tech,"This internship requires skills in AI, Deep Learning, NLP and relevant experience.",Networking,3
782,Internship 782,Company 782,Chennai,M.Tech,"SEO, Python, CSS",Technology,2,15518-35105,Online,2025-06-14,Tech,"This internship requires skills in Java, JavaScript, UI/UX, Data Analysis and relevant experience.",Stipend,10
783,Internship 783,Company 783,Pune,M.Com,"Deep Learning, ML",Healthcare,3,6674-29474,Offline,2025-12-21,Healthcare,"This internship requires skills in Data Analysis, JavaScript and relevant experience.",Letter of Recommendation,4
784,Internship 784,Company 784,Chennai,B.Com,"Data Analysis, SEO",Healthcare,1,5784-29654,Offline,2025-06-22,Finance,"This internship requires skills in Accounting, Deep Learning and relevant experience.",Certificate,4
785,Internship 785,Company 785,Kolkata,MBA,"Java, UI/UX",Research,2,11477-28118,Online,2025-06-13,Education,"This internship requires skills in Communication, ML, Marketing and relevant experience.",Certificate,7
786,Internship 786,Company 786,Hyderabad,MBA,"UI/UX, CSS, Communication, Data Analysis, Finance",Healthcare,6,15067-32120,Offline,2025-05-16,Tech,"This internship requires skills in SQL, Finance and relevant experience.",Letter of Recommendation,4
787,Internship 787,Company 787,Pune,B.Tech,"Finance, CSS, Communication, UI/UX, Python",Operations,5,14812-41070,Online,2025-07-19,Tech,"This internship requires skills in Project Management, Data Analysis, Java, SEO, NLP and relevant experience.",Stipend,8
788,Internship 788,Company 788,Delhi,M.Tech,"C++, Java, UI/UX, NLP, ML",Marketing,4,5840-47452,Hybrid,2025-12-20,Tech,"This internship requires skills in NLP, Project Management and relevant experience.",Letter of Recommendation,9
789,Internship 789,Company 789,Delhi,B.Com,"ML, Excel, CSS, JavaScript, UI/UX",AI,3,18042-31339,Offline,2025-02-24,Education,"This internship requires skills in AI, SEO, Project Management, Finance, Data Analysis and relevant experience.",Stipend,5
790,Internship 790,Company 790,Bangalore,BBA,"Finance, Accounting",Healthcare,3,10237-48377,Hybrid,2025-09-17,Healthcare,"This internship requires skills in Excel, JavaScript and relevant experience.",Certificate,5
791,Internship 791,Company 791,Bangalore,M.Com,"Data Analysis, Accounting, ML, AI, Finance",Finance,2,19759-27097,Hybrid,2025-12-16,Marketing,"This internship requires skills in C++, UI/UX, Java and relevant experience.",Flexible Hours,1
792,Internship 792,Company 792,Hyderabad,B.Com,"Deep Learning, Python, ML, Data Analysis, NLP",E-commerce,5,15356-30680,Online,2025-12-26,Marketing,"This internship requires skills in HTML, Project Management, SEO and relevant experience.",Letter of Recommendation,1
793,Internship 793,Company 793,Bangalore,M.Com,"SEO, CSS, Java",Healthcare,3,7692-41208,Offline,2025-04-25,Education,"This internship requires skills in UI/UX, C++, Data Analysis and relevant experience.",Flexible Hours,1
794,Internship 794,Company 794,Hyderabad,MBA,"Java, ML",Research,3,9628-46277,Hybrid,2025-12-04,Marketing,"This internship requires skills in UI/UX, Deep Learning, JavaScript, CSS, Python and relevant experience.",Certificate,9
795,Internship 795,Company 795,Hyderabad,MBA,"C++, HTML",Research,3,19157-41713,Online,2025-11-02,Healthcare,"This internship requires skills in Python, CSS, AI, Project Management, Finance and relevant experience.",Certificate,8
796,Internship 796,Company 796,Delhi,PhD,"Python, Communication",Operations,5,6162-22659,Offline,2025-09-26,Healthcare,"This internship requires skills in Communication, UI/UX, Finance and relevant experience.",Networking,2
797,Internship 797,Company 797,Mumbai,BBA,"UI/UX, Marketing, JavaScript, CSS, HTML",Operations,3,6356-21480,Online,2025-08-13,Marketing,"This internship requires skills in Project Management, Deep Learning, UI/UX, Communication, Java and relevant experience.",Letter of Recommendation,7
798,Internship 798,Company 798,Mumbai,PhD,"ML, UI/UX",Marketing,3,14879-48277,Offline,2025-08-05,Finance,"This internship requires skills in Deep Learning, Communication and relevant experience.",Flexible Hours,6
799,Internship 799,Company 799,Delhi,M.Tech,"CSS, Project Management, Accounting, Communication, Marketing",Operations,3,7273-29154,Offline,2025-06-05,Education,"This internship requires skills in Finance, JavaScript, SEO and relevant experience.",Stipend,6
800,Internship 800,Company 800,Mumbai,B.Tech,"NLP, JavaScript",Marketing,2,19158-47830,Online,2025-07-06,Tech,"This internship requires skills in Data Analysis, Deep Learning, AI, Python and relevant experience.",Certificate,6
801,Internship 801,Company 801,Mumbai,BBA,"JavaScript, UI/UX, SEO, ML",Marketing,1,15806-24696,Offline,2025-07-19,AI,"This internship requires skills in AI, HTML, UI/UX and relevant experience.",Flexible Hours,1
802,Internship 802,Company 802,Kolkata,M.Tech,"Python, NLP, Java, C++, JavaScript",AI,4,10307-40927,Online,2025-09-11,Tech,"This internship requires skills in Deep Learning, Accounting, SQL, HTML and relevant experience.",Letter of Recommendation,3
803,Internship 803,Company 803,Bangalore,B.Tech,"Python, Communication, AI",Research,2,12752-38137,Hybrid,2025-03-17,Tech,"This internship requires skills in SEO, NLP and relevant experience.",Networking,10
804,Internship 804,Company 804,Bangalore,M.Com,"Data Analysis, JavaScript, ML",E-commerce,2,17714-20983,Offline,2025-03-10,Finance,"This internship requires skills in UI/UX, Project Management and relevant experience.",Stipend,1
805,Internship 805,Company 805,Delhi,MBA,"Excel, Data Analysis, SEO, SQL, Accounting",AI,2,7696-25686,Offline,2025-10-23,Tech,"This internship requires skills in Python, SQL and relevant experience.",Networking,2
806,Internship 806,Company 806,Mumbai,M.Tech,"Project Management, ML, CSS, C++, Finance",AI,5,14581-27215,Offline,2025-02-27,Healthcare,"This internship requires skills in Data Analysis, ML and relevant experience.",Networking,4
807,Internship 807,Company 807,Delhi,M.Com,"HTML, Accounting, Finance, ML",AI,5,19301-44614,Offline,2025-01-08,Education,"This internship requires skills in Deep Learning, Finance, Java, UI/UX, AI and relevant experience.",Networking,1
808,Internship 808,Company 808,Hyderabad,M.Tech,"Java, ML, JavaScript",Research,6,14229-41355,Online,2025-04-24,Tech,"This internship requires skills in Deep Learning, Communication, Java and relevant experience.",Networking,1
809,Internship 809,Company 809,Chennai,PhD,"Java, UI/UX, JavaScript, SQL, Data Analysis",Research,2,11183-22927,Hybrid,2025-08-03,Finance,"This internship requires skills in UI/UX, Marketing and relevant experience.",Flexible Hours,5
810,Internship 810,Company 810,Pune,BBA,"Finance, JavaScript",Technology,5,14399-39349,Online,2025-11-16,AI,"This internship requires skills in UI/UX, Marketing, SQL, Python, Java and relevant experience.",Networking,8
811,Internship 811,Company 811,Delhi,MBA,"Data Analysis, SEO, Deep Learning, Accounting",Design,6,12057-33546,Online,2025-08-09,Tech,"This internship requires skills in AI, CSS, Accounting and relevant experience.",Certificate,5
812,Internship 812,Company 812,Delhi,MBA,"HTML, Communication, ML",Finance,1,19804-45077,Hybrid,2025-04-23,Tech,"This internship requires skills in UI/UX, HTML, Python, CSS and relevant experience.",Certificate,7
813,Internship 813,Company 813,Bangalore,BBA,"Data Analysis, Communication, JavaScript, Excel",Design,3,18942-25955,Online,2025-11-02,Marketing,"This internship requires skills in Marketing, Java, UI/UX and relevant experience.",Networking,3
814,Internship 814,Company 814,Hyderabad,PhD,"Data Analysis, Excel, JavaScript, Communication, Deep Learning",Design,3,13116-37890,Online,2025-04-14,Finance,"This internship requires skills in CSS, ML and relevant experience.",Certificate,4
815,Internship 815,Company 815,Mumbai,PhD,"Finance, Project Management, C++, Data Analysis, ML",E-commerce,4,10605-34368,Offline,2025-10-27,Education,"This internship requires skills in UI/UX, Java, SQL and relevant experience.",Stipend,10
816,Internship 816,Company 816,Mumbai,B.Com,"Finance, HTML, JavaScript",Marketing,3,12382-27937,Online,2025-12-12,Tech,"This internship requires skills in AI, Python and relevant experience.",Flexible Hours,7
817,Internship 817,Company 817,Mumbai,M.Tech,"Deep Learning, Marketing",Marketing,2,10078-40965,Hybrid,2025-06-21,Healthcare,"This internship requires skills in AI, CSS, Finance, SQL, HTML and relevant experience.",Networking,6
818,Internship 818,Company 818,Delhi,M.Com,"AI, UI/UX, NLP",Healthcare,6,12426-36198,Online,2025-02-23,Education,"This internship requires skills in SEO, AI, ML, HTML and relevant experience.",Certificate,6
819,Internship 819,Company 819,Bangalore,B.Tech,"AI, SQL",Research,1,5123-36783,Hybrid,2025-12-22,Finance,"This internship requires skills in Python, Finance, Data Analysis and relevant experience.",Networking,2
820,Internship 820,Company 820,Hyderabad,M.Tech,"Deep Learning, Excel, CSS, Data Analysis, HTML",Healthcare,6,19514-44461,Offline,2025-05-06,Education,"This internship requires skills in Communication, SEO, HTML, Data Analysis and relevant experience.",Certificate,8
821,Internship 821,Company 821,Mumbai,MBA,"Data Analysis, ML, Excel",Operations,6,18609-34174,Online,2025-02-21,Marketing,"This internship requires skills in CSS, ML, Excel, AI and relevant experience.",Certificate,10
822,Internship 822,Company 822,Chennai,M.Com,"Communication, SEO, Python",Technology,5,12172-46480,Online,2025-07-28,Marketing,"This internship requires skills in Accounting, Communication, CSS, Finance and relevant experience.",Certificate,2
823,Internship 823,Company 823,Chennai,PhD,"SQL, AI, ML, NLP, Communication",Healthcare,3,7424-47464,Online,2025-02-11,Marketing,"This internship requires skills in Deep Learning, Marketing, Java and relevant experience.",Flexible Hours,2
824,Internship 824,Company 824,Bangalore,B.Com,"Java, HTML",E-commerce,5,11705-40355,Hybrid,2025-11-19,Marketing,"This internship requires skills in Accounting, Marketing, Communication and relevant experience.",Flexible Hours,8
825,Internship 825,Company 825,Kolkata,BBA,"Project Management, Marketing",AI,6,5255-30087,Offline,2025-11-21,AI,"This internship requires skills in Project Management, HTML, Finance and relevant experience.",Certificate,4
826,Internship 826,Company 826,Delhi,PhD,"Deep Learning, AI, CSS, Data Analysis, HTML",Research,6,16882-26743,Online,2025-02-16,Healthcare,"This internship requires skills in UI/UX, Communication and relevant experience.",Networking,10
827,Internship 827,Company 827,Mumbai,B.Tech,"SQL, UI/UX, Project Management, Excel, Deep Learning",Design,4,14338-26141,Offline,2025-11-26,Finance,"This internship requires skills in HTML, NLP, Excel and relevant experience.",Stipend,4
828,Internship 828,Company 828,Hyderabad,B.Tech,"Finance, CSS, ML, SEO, Excel",Marketing,4,7956-36163,Online,2025-04-28,Healthcare,"This internship requires skills in Marketing, HTML, NLP, Project Management and relevant experience.",Networking,5
829,Internship 829,Company 829,Kolkata,B.Com,"Marketing, C++",Research,4,19799-34582,Hybrid,2025-07-25,AI,"This internship requires skills in SQL, Accounting, C++ and relevant experience.",Flexible Hours,8
830,Internship 830,Company 830,Mumbai,B.Com,"UI/UX, Marketing",Finance,3,14178-30451,Hybrid,2025-01-11,Tech,"This internship requires skills in JavaScript, Accounting, Deep Learning, HTML and relevant experience.",Stipend,2
831,Internship 831,Company 831,Kolkata,BBA,"CSS, Deep Learning, Python, Communication, SQL",Technology,4,8137-45491,Hybrid,2025-10-11,Healthcare,"This internship requires skills in Marketing, AI, ML, Python, Data Analysis and relevant experience.",Certificate,10
832,Internship 832,Company 832,Delhi,M.Tech,"Accounting, Marketing, Finance, C++",Design,4,16303-32752,Hybrid,2025-03-03,Tech,"This internship requires skills in Java, Python, NLP and relevant experience.",Flexible Hours,3
833,Internship 833,Company 833,Kolkata,BBA,"Java, UI/UX, JavaScript, Project Management",AI,6,7882-27510,Offline,2025-12-25,Education,"This internship requires skills in JavaScript, Communication, Accounting and relevant experience.",Flexible Hours,10
834,Internship 834,Company 834,Chennai,B.Com,"SEO, HTML, Accounting, C++",Design,4,13500-26506,Hybrid,2025-03-16,Tech,"This internship requires skills in Accounting, SEO, Java, AI, ML and relevant experience.",Stipend,8
835,Internship 835,Company 835,Chennai,B.Tech,"HTML, Excel, ML",E-commerce,6,5598-29269,Hybrid,2025-12-26,Education,"This internship requires skills in JavaScript, Marketing and relevant experience.",Stipend,10
836,Internship 836,Company 836,Kolkata,MBA,"CSS, ML, SEO, Marketing",Design,6,14702-44396,Offline,2025-09-15,Marketing,"This internship requires skills in Excel, NLP, JavaScript, Python, Java and relevant experience.",Letter of Recommendation,8
837,Internship 837,Company 837,Chennai,M.Tech,"Finance, JavaScript, Communication",Research,5,12396-34538,Hybrid,2025-07-19,Finance,"This internship requires skills in Data Analysis, SEO and relevant experience.",Flexible Hours,7
838,Internship 838,Company 838,Pune,M.Com,"Excel, UI/UX, ML, Communication, Deep Learning",AI,4,5458-24918,Online,2025-04-02,AI,"This internship requires skills in SEO, Data Analysis, JavaScript and relevant experience.",Networking,3
839,Internship 839,Company 839,Chennai,PhD,"Project Management, C++",Marketing,1,9975-25848,Online,2025-07-16,Healthcare,"This internship requires skills in HTML, C++, SQL and relevant experience.",Letter of Recommendation,10
840,Internship 840,Company 840,Pune,M.Com,"JavaScript, CSS, Project Management",Education,1,10423-20305,Online,2025-07-28,Marketing,"This internship requires skills in Data Analysis, C++ and relevant experience.",Letter of Recommendation,5
841,Internship 841,Company 841,Pune,M.Com,"HTML, Excel, CSS, Deep Learning, Data Analysis",Finance,5,9528-27767,Online,2025-02-23,Tech,"This internship requires skills in Deep Learning, Python, C++ and relevant experience.",Certificate,3
842,Internship 842,Company 842,Mumbai,M.Tech,"SEO, NLP, Finance, Deep Learning",Design,4,16739-22065,Hybrid,2025-03-23,AI,"This internship requires skills in AI, Deep Learning, Java and relevant experience.",Stipend,5
843,Internship 843,Company 843,Bangalore,M.Com,"UI/UX, Marketing, HTML, NLP",Operations,6,15910-25984,Online,2025-08-13,Healthcare,"This internship requires skills in Python, Marketing, AI, CSS, Excel and relevant experience.",Stipend,1
844,Internship 844,Company 844,Chennai,PhD,"HTML, SEO, Project Management, AI, Deep Learning",Healthcare,4,19831-36556,Offline,2025-07-19,AI,"This internship requires skills in SQL, Java and relevant experience.",Letter of Recommendation,6
845,Internship 845,Company 845,Kolkata,BBA,"Communication, Deep Learning, Data Analysis, HTML",Technology,3,7734-36451,Offline,2025-04-13,Healthcare,"This internship requires skills in Marketing, Communication, HTML, SEO and relevant experience.",Networking,1
846,Internship 846,Company 846,Kolkata,MBA,"AI, UI/UX, Finance",Operations,2,11468-46458,Hybrid,2025-09-21,Education,"This internship requires skills in CSS, NLP, AI, ML and relevant experience.",Flexible Hours,8
847,Internship 847,Company 847,Delhi,M.Com,"SEO, Marketing, Python, C++, CSS",Education,5,5802-34283,Hybrid,2025-08-14,Education,"This internship requires skills in ML, Java, UI/UX and relevant experience.",Stipend,10
848,Internship 848,Company 848,Kolkata,M.Com,"AI, Accounting, CSS",Marketing,4,6163-38483,Hybrid,2025-03-27,Healthcare,"This internship requires skills in AI, NLP, Communication, C++, Project Management and relevant experience.",Certificate,10
849,Internship 849,Company 849,Delhi,BBA,"NLP, Deep Learning, SQL, Excel, C++",Research,4,17062-22645,Online,2025-08-05,Healthcare,"This internship requires skills in Finance, Marketing and relevant experience.",Networking,2
850,Internship 850,Company 850,Mumbai,MBA,"ML, CSS, HTML, Excel, Communication",Finance,4,14208-26212,Online,2025-05-07,Education,"This internship requires skills in Project Management, Data Analysis and relevant experience.",Letter of Recommendation,7
851,Internship 851,Company 851,Delhi,PhD,"Excel, HTML",Healthcare,2,15020-30412,Offline,2025-02-23,Education,"This internship requires skills in C++, AI, Communication, SEO and relevant experience.",Letter of Recommendation,6
852,Internship 852,Company 852,Mumbai,BBA,"Finance, Python, Communication, C++",Design,2,15941-36898,Offline,2025-11-14,Marketing,"This internship requires skills in JavaScript, Communication, Python, HTML and relevant experience.",Networking,5
853,Internship 853,Company 853,Bangalore,BBA,"Marketing, Accounting, JavaScript, Excel",E-commerce,4,15122-33213,Offline,2025-08-26,Education,"This internship requires skills in NLP, Excel and relevant experience.",Flexible Hours,10
854,Internship 854,Company 854,Pune,B.Tech,"SEO, CSS, Java, HTML",Finance,1,19594-38807,Hybrid,2025-05-19,AI,"This internship requires skills in Accounting, Finance and relevant experience.",Flexible Hours,6
855,Internship 855,Company 855,Mumbai,B.Tech,"Data Analysis, SEO",AI,3,6245-26524,Online,2025-04-12,Marketing,"This internship requires skills in CSS, Data Analysis, SEO, Finance, Communication and relevant experience.",Flexible Hours,3
856,Internship 856,Company 856,Hyderabad,BBA,"Java, Marketing, Python",E-commerce,6,8736-34347,Online,2025-04-28,Tech,"This internship requires skills in Deep Learning, Communication, Java, Project Management and relevant experience.",Certificate,7
857,Internship 857,Company 857,Bangalore,M.Com,"Python, NLP, SEO, HTML, Deep Learning",Design,2,8766-31069,Offline,2025-08-03,Finance,"This internship requires skills in SQL, Deep Learning, AI, Finance, Marketing and relevant experience.",Letter of Recommendation,4
858,Internship 858,Company 858,Pune,PhD,"Accounting, Python, Deep Learning, HTML, C++",Research,5,13112-27522,Hybrid,2025-02-21,Healthcare,"This internship requires skills in CSS, C++, Deep Learning, SEO, SQL and relevant experience.",Certificate,7
859,Internship 859,Company 859,Delhi,B.Com,"JavaScript, C++, AI, Python",E-commerce,6,5842-22605,Offline,2025-06-08,Healthcare,"This internship requires skills in Marketing, UI/UX, SQL and relevant experience.",Certificate,3
860,Internship 860,Company 860,Hyderabad,MBA,"JavaScript, Excel, AI, ML",Healthcare,4,19802-42033,Online,2025-07-15,Marketing,"This internship requires skills in C++, Marketing, Finance, Project Management and relevant experience.",Networking,7
861,Internship 861,Company 861,Kolkata,M.Tech,"Finance, Deep Learning, Accounting, SQL",Education,3,16403-22742,Hybrid,2025-05-23,Tech,"This internship requires skills in Marketing, CSS, Python, NLP and relevant experience.",Stipend,4
862,Internship 862,Company 862,Kolkata,PhD,"SQL, Python, NLP, SEO",Marketing,1,11239-44236,Online,2025-08-07,Tech,"This internship requires skills in NLP, ML, C++ and relevant experience.",Stipend,3
863,Internship 863,Company 863,Kolkata,M.Com,"NLP, AI",Operations,5,12039-23897,Online,2025-05-15,Tech,"This internship requires skills in UI/UX, Marketing, Excel and relevant experience.",Flexible Hours,7
864,Internship 864,Company 864,Delhi,B.Tech,"SEO, UI/UX, Python",Research,4,9088-46089,Online,2025-02-13,AI,"This internship requires skills in Deep Learning, Project Management, HTML, SEO, Python and relevant experience.",Networking,8
865,Internship 865,Company 865,Mumbai,M.Com,"SEO, Python",Healthcare,3,14581-21786,Offline,2025-07-25,AI,"This internship requires skills in AI, JavaScript, Java, Project Management and relevant experience.",Flexible Hours,3
866,Internship 866,Company 866,Pune,M.Tech,"CSS, Project Management, UI/UX, Data Analysis, Communication",Marketing,2,10130-45110,Offline,2025-06-08,Marketing,"This internship requires skills in Marketing, Java, CSS, UI/UX and relevant experience.",Flexible Hours,10
867,Internship 867,Company 867,Bangalore,M.Tech,"HTML, Finance, Java",Technology,3,15192-37358,Online,2025-11-06,Education,"This internship requires skills in Excel, Project Management, Python, Communication, JavaScript and relevant experience.",Certificate,6
868,Internship 868,Company 868,Hyderabad,MBA,"SQL, C++, Project Management",E-commerce,2,5940-30312,Online,2025-08-07,Marketing,"This internship requires skills in HTML, Data Analysis, Marketing and relevant experience.",Certificate,2
869,Internship 869,Company 869,Kolkata,B.Tech,"SEO, HTML, SQL, Finance, Data Analysis",AI,3,19640-39489,Hybrid,2025-08-07,Marketing,"This internship requires skills in Marketing, Project Management, SQL and relevant experience.",Certificate,3
870,Internship 870,Company 870,Bangalore,M.Tech,"CSS, AI, NLP, Accounting, UI/UX",Marketing,4,9021-34008,Offline,2025-07-14,Healthcare,"This internship requires skills in Python, SEO, Finance, Excel and relevant experience.",Certificate,4
871,Internship 871,Company 871,Chennai,BBA,"Marketing, HTML, Project Management, Python",Marketing,6,19932-30869,Hybrid,2025-07-07,Education,"This internship requires skills in UI/UX, Deep Learning and relevant experience.",Stipend,8
872,Internship 872,Company 872,Delhi,PhD,"UI/UX, Java, AI",Marketing,5,6262-36960,Online,2025-05-10,Healthcare,"This internship requires skills in UI/UX, Java, Project Management, Accounting, Deep Learning and relevant experience.",Letter of Recommendation,10
873,Internship 873,Company 873,Delhi,BBA,"Python, Deep Learning",Operations,4,7251-34760,Online,2025-07-26,Healthcare,"This internship requires skills in Java, Project Management, SEO and relevant experience.",Networking,2
874,Internship 874,Company 874,Pune,BBA,"Finance, Communication, HTML, SEO, Accounting",Design,5,13219-46887,Hybrid,2025-06-01,AI,"This internship requires skills in Finance, Accounting, Project Management, CSS, JavaScript and relevant experience.",Certificate,3
875,Internship 875,Company 875,Chennai,BBA,"HTML, Python, SQL, Communication, SEO",Operations,5,17502-28127,Online,2025-02-18,Finance,"This internship requires skills in Excel, Marketing, UI/UX, NLP and relevant experience.",Flexible Hours,5
876,Internship 876,Company 876,Chennai,M.Com,"Finance, Marketing, Java, ML, C++",E-commerce,4,16469-25833,Online,2025-02-18,Tech,"This internship requires skills in C++, SQL, AI, JavaScript and relevant experience.",Certificate,9
877,Internship 877,Company 877,Delhi,B.Tech,"Finance, SQL",AI,2,17835-30801,Offline,2025-10-09,Healthcare,"This internship requires skills in Accounting, Finance and relevant experience.",Networking,10
878,Internship 878,Company 878,Mumbai,M.Tech,"Java, CSS, Excel, Marketing",Design,6,18207-35470,Online,2025-08-28,Marketing,"This internship requires skills in Deep Learning, AI, Communication, SQL and relevant experience.",Letter of Recommendation,3
879,Internship 879,Company 879,Bangalore,BBA,"JavaScript, AI, Excel",Technology,1,16008-47685,Hybrid,2025-07-26,Tech,"This internship requires skills in CSS, Deep Learning, Excel, Python and relevant experience.",Stipend,2
880,Internship 880,Company 880,Chennai,B.Com,"SQL, JavaScript",Finance,1,17632-32482,Online,2025-09-27,Marketing,"This internship requires skills in Project Management, Finance, Communication, CSS and relevant experience.",Stipend,6
881,Internship 881,Company 881,Hyderabad,M.Tech,"CSS, SQL",AI,3,16782-26212,Online,2025-01-03,Education,"This internship requires skills in JavaScript, Project Management and relevant experience.",Letter of Recommendation,6
882,Internship 882,Company 882,Chennai,M.Com,"JavaScript, Communication, SEO",E-commerce,6,16341-21178,Hybrid,2025-06-09,AI,"This internship requires skills in NLP, AI and relevant experience.",Certificate,2
883,Internship 883,Company 883,Bangalore,MBA,"Finance, Deep Learning, Java",Healthcare,3,18102-25660,Hybrid,2025-05-02,Tech,"This internship requires skills in C++, Marketing and relevant experience.",Certificate,2
884,Internship 884,Company 884,Pune,B.Tech,"Data Analysis, AI, SQL",Healthcare,2,17650-31574,Offline,2025-08-15,Finance,"This internship requires skills in HTML, C++, SEO, Communication, ML and relevant experience.",Stipend,6
885,Internship 885,Company 885,Chennai,M.Com,"Python, Communication, SEO, Marketing",Design,6,16229-38799,Online,2025-10-15,Healthcare,"This internship requires skills in Accounting, HTML and relevant experience.",Certificate,6
886,Internship 886,Company 886,Bangalore,M.Com,"Finance, NLP",Healthcare,3,18999-39611,Online,2025-05-13,Education,"This internship requires skills in SEO, HTML, ML, Python and relevant experience.",Certificate,5
887,Internship 887,Company 887,Hyderabad,B.Com,"AI, Excel, Data Analysis",Healthcare,5,15603-48550,Offline,2025-04-10,Education,"This internship requires skills in Java, SEO and relevant experience.",Flexible Hours,7
888,Internship 888,Company 888,Delhi,PhD,"Excel, UI/UX, C++, CSS",AI,2,18845-49321,Online,2025-08-06,AI,"This internship requires skills in Data Analysis, Python and relevant experience.",Stipend,6
889,Internship 889,Company 889,Hyderabad,M.Com,"C++, AI, ML, SEO, UI/UX",Technology,1,12517-46919,Hybrid,2025-09-21,Finance,"This internship requires skills in Excel, Java, HTML and relevant experience.",Flexible Hours,1
890,Internship 890,Company 890,Kolkata,B.Tech,"Marketing, NLP, SEO",Technology,5,17154-39048,Hybrid,2025-05-11,Healthcare,"This internship requires skills in Python, Project Management and relevant experience.",Networking,7
891,Internship 891,Company 891,Delhi,PhD,"HTML, Marketing, Excel, CSS, Communication",Education,3,18277-26496,Offline,2025-05-14,Healthcare,"This internship requires skills in NLP, Data Analysis, SQL, CSS, Finance and relevant experience.",Letter of Recommendation,3
892,Internship 892,Company 892,Chennai,B.Com,"C++, Deep Learning, Project Management, CSS, Marketing",Design,3,7595-49081,Hybrid,2025-06-28,AI,"This internship requires skills in ML, JavaScript, Python, Communication, Java and relevant experience.",Networking,1
893,Internship 893,Company 893,Chennai,B.Com,"NLP, Deep Learning, Data Analysis, CSS",Marketing,4,5987-35337,Hybrid,2025-05-08,Marketing,"This internship requires skills in Accounting, C++ and relevant experience.",Letter of Recommendation,4
894,Internship 894,Company 894,Delhi,M.Com,"Java, HTML, CSS, C++",Technology,3,13693-39362,Online,2025-08-20,Finance,"This internship requires skills in HTML, AI and relevant experience.",Stipend,10
895,Internship 895,Company 895,Pune,B.Com,"Project Management, ML, NLP, UI/UX, SEO",Healthcare,2,12671-32671,Hybrid,2025-02-13,AI,"This internship requires skills in C++, SEO, Finance, Python and relevant experience.",Flexible Hours,3
896,Internship 896,Company 896,Mumbai,MBA,"UI/UX, HTML, Project Management, SEO",Research,3,7436-30185,Online,2025-02-17,Healthcare,"This internship requires skills in SQL, Finance, JavaScript, Deep Learning and relevant experience.",Networking,3
897,Internship 897,Company 897,Bangalore,MBA,"NLP, ML",E-commerce,4,8090-49107,Hybrid,2025-02-09,Marketing,"This internship requires skills in AI, JavaScript, CSS, Project Management, SEO and relevant experience.",Networking,5
898,Internship 898,Company 898,Pune,M.Tech,"CSS, SEO, C++, Finance",Healthcare,5,13450-29202,Offline,2025-07-01,Finance,"This internship requires skills in UI/UX, Deep Learning, Accounting, Communication, NLP and relevant experience.",Letter of Recommendation,2
899,Internship 899,Company 899,Bangalore,MBA,"CSS, SQL, JavaScript",AI,1,8707-29227,Hybrid,2025-06-25,Tech,"This internship requires skills in Communication, JavaScript, Finance, Marketing and relevant experience.",Networking,7
900,Internship 900,Company 900,Bangalore,M.Tech,"AI, Python",Design,5,14476-28276,Hybrid,2025-04-01,Finance,"This internship requires skills in Communication, JavaScript, Data Analysis, AI and relevant experience.",Networking,6
901,Internship 901,Company 901,Mumbai,MBA,"NLP, SQL",E-commerce,1,9597-20410,Online,2025-09-27,Education,"This internship requires skills in Communication, Java, NLP and relevant experience.",Networking,8
902,Internship 902,Company 902,Hyderabad,B.Com,"SQL, HTML, Python",Finance,2,9967-25910,Online,2025-07-25,Tech,"This internship requires skills in UI/UX, Finance and relevant experience.",Networking,5
903,Internship 903,Company 903,Pune,PhD,"Marketing, C++, AI, SQL",Marketing,4,17262-46714,Hybrid,2025-04-04,Finance,"This internship requires skills in Finance, Java and relevant experience.",Flexible Hours,1
904,Internship 904,Company 904,Chennai,M.Tech,"Accounting, Java",E-commerce,2,17384-45965,Offline,2025-06-20,AI,"This internship requires skills in CSS, HTML, Finance, Deep Learning, Excel and relevant experience.",Certificate,10
905,Internship 905,Company 905,Chennai,B.Com,"HTML, Finance, Accounting, ML",E-commerce,4,17413-38447,Hybrid,2025-11-03,Finance,"This internship requires skills in Project Management, AI, C++, Excel, Deep Learning and relevant experience.",Letter of Recommendation,8
906,Internship 906,Company 906,Pune,B.Com,"SQL, Python",Marketing,6,13978-32045,Offline,2025-06-04,Tech,"This internship requires skills in JavaScript, Java, Data Analysis, Marketing and relevant experience.",Certificate,9
